Comparison	Signature	Sample	Age	Cell_type	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	Dataset
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 24-SPN	Striatum	Mouse P9	Str/SVZ 24-SPN	1.721763085399449e-4	4.824456651540483e-4	-0.6850005900803128	-2.5574920809181543	0	95	DNM3, ADARB2, TENM2, CA10, TSHZ1, OPCML, SYT1, DPP6, FAM155A, NTNG1, PBX3, KCTD16, LSAMP, VSTM2A, RBFOX1, ERC2, GPR149, FAM19A2, LYPD1, LY6H, KCNQ5, SYNDIG1, ASIC2, AGBL4, FOXP2, ALK, XKR4, PTPRM, GABRG3, RUNX1T1, PLCXD3, KCNT2, WSCD2, SYT6, OLFM3, SLC2A13, CLSTN2, PCDH15, RXRG, KCNIP4, MYT1L, PDE4B, SORCS2, ATP2B1, CASZ1, ANK3, NTRK3, TENM4, COL25A1, TRPC7, WBSCR17, GALNT8, SEMA3A, GRIN2A	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 17-SPN	Striatum	Mouse P9	Str/SVZ 17-SPN	1.726817475392851e-4	4.824456651540483e-4	-0.6937689632426443	-2.5808209487144187	0	93	CNTNAP5, TENM2, NNAT, CACNA2D2, SYN3, SCN9A, HECW1, ARPP21, SYT1, GRM5, CALN1, LSAMP, CACNA1E, RBFOX1, ERC2, LRRTM4, FAM19A2, LY6H, TLE4, NEGR1, KCNQ5, GABRB3, PTPRN2, PENK, ASIC2, NBEA, ELMOD1, MAPK10, XKR4, ADAM23, PTPRM, GABRG3, RUNX1T1, PLCXD3, NEBL, ZDBF2, RIMS1, MACROD2, CELF4, SGCZ, FOXP1, RASGEF1B, CNTN3, KCNIP4, MYT1L, CDH8, TENM3, SAMD12, NDST3, DRD2, ANK3, ZNF804A, STMN4	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 13-SPN	Striatum	Mouse P9	Str/SVZ 13-SPN	1.7208742040956807e-4	4.824456651540483e-4	-0.6908406611088254	-2.5831302405805587	0	96	GNAL, CNTNAP5, TENM2, KCND2, SYT1, DPP6, GRM5, CALN1, KCTD16, ANO3, EPHA6, CACNA1E, THRB, ALCAM, FGF14, RBFOX1, DGKB, LRRTM4, ADCY5, LY6H, KCNQ5, GABRB3, PENK, ELMOD1, GALNT13, ADORA2A, GRIK2, XKR4, DLGAP2, HS3ST4, GABRG3, NEBL, DTNB, SLC2A13, MACROD2, SGCZ, GRID2, FOXP1, RASGEF1B, SLC24A2, KCNAB1, KCNIP4, PDE4B, PDE10A, CDH8, ATP2B1, DRD2, ANK3, ZNF804A, CNTN4, KCTD8, LRP1B, CHRM3, WBSCR17, GALNT8, ZNF385B, NPTN, GUCY1A3	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-2 Neuron	V-SVZ	Mouse adult	VSVZ-2 Neuron	1.721763085399449e-4	4.824456651540483e-4	-0.6945112680010738	-2.5930007853174564	0	95	GNAL, CALY, CPLX1, EEF1A2, ARPP21, SYT1, SYT4, RASGEF1A, GRM5, TMEM130, RAB3C, STXBP1, SYN1, RTN1, PHYHIP, VGF, SCN2A, GRIN1, SNAP25, NSG2, HPCAL4, PTPRN, SULT4A1, RAB3A, ATP2B2, NSG1, RBFOX1, PEG3, PRKCE, LY6H, ATP1B1, PENK, AGAP2, PRKAR1B, CAMKV, VSNL1, SLC12A5, CPLX2, SCN2B, ELMOD1, FBXL16, HPCA, ATP1A3, VSTM2L, PNMAL2, PPP3CA, YWHAG, NDRG4, PRKCB, CAMK2B, DNM1, PTPN5, NSF, CELF4, NCDN, CYFIP2, DISP2, ATP6V1G2, PTK2B	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF EN-V1-3	Human fetal cortex/MGE	Human fetal	Excitatory Neuron V1 - late born	1.720282126268708e-4	4.824456651540483e-4	-0.6927019442034351	-2.606309872523631	0	100	TRIM67, NEFM, GABBR2, FRRS1L, TENM2, NTRK2, SYN3, CDH12, NPY1R, ARPP21, FGF12, CALN1, SCN2A, SYNGR3, BCL6, FADS3, NCALD, PRKCE, KCNH5, KIAA1045, SLITRK5, CAMKV, FAM49A, FAM19A1, C11orf87, ELMOD1, RSPO3, KLHL32, FRMPD4, UNC13A, DLGAP2, RHOU, NEBL, PRKCB, CAMK2B, SHISA9, FBXL2, SYBU, GNAZ, PTK2B, DYNC1I1, MYO16, RAP1GAP, CDH8, NEO1, TMOD1, ABLIM1, FABP3, FABP3, CNTN4, CSMD2, PPP1R14C, ADAMTSL3, CHRM3, CCBE1, GFRA2, PTPN2, GAP43, LDB2, C1orf115, CNTNAP3, GRIN2B, SH3GL3, KIAA0319, ST3GAL1, PPFIBP1, LRRC4C, JAKMIP1, INHBA	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HP OPC	Human ped/adult cortex	Human ped/adult	Oligodendrocyte precursor cells	1.719986240110079e-4	4.824456651540483e-4	-0.7087560936689105	-2.6635022166767754	0	99	MEGF11, NXPH1, TNR, LHFPL3, CNTNAP5, ADARB2, CA10, KCND2, ZFPM2, MMP16, LUZP2, OPCML, CSMD3, FGF12, DPP6, XYLT1, BRINP3, OLIG1, NTNG1, LSAMP, KAZN, SCN1A, NLGN1, FGF14, LRRTM4, LPHN3, COL9A1, RORA, NOVA1-AS1, ASTN2, PTPRT, GALNT13, GRIK2, C10orf11, SULF2, SMOC1, STK32A, AGAP1, DSCAM, RP11-385J1.2, PCDH15, SGCZ, GRID2, SCD5, GRIK1, PLEKHH2, KCNIP4, PDZD2, BCAN, APOD, SOX6, LINC00511, LRP1B, VCAN, COL11A1, NOVA1, OPHN1	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-1 COP	V-SVZ	Mouse adult	VSVZ-1 COP	1.721763085399449e-4	4.824456651540483e-4	-0.7137488764661095	-2.66482558666451	0	95	SEMA3D, LIMS2, RAB33A, GPR17, UST, SOX10, TNR, TCF7L2, SIRT2, SUSD4, NFASC, CHST8, SLC1A1, COL9A3, OPCML, GAL3ST1, PLXNB3, TMEM163, BARX2, WASF1, SUSD5, NEU4, BCAS1, CHST3, MPZL1, ENPP6, RNF128, TNS3, MATN1, S100B, RAP2A, GNG4, ZNF488, KIAA1644, EPCAM, KANK1, GNB4, BRINP1, PTPRE, CHADL, SULF2, DSCAM, PRKCQ, PIM3, FRMD4A, CYFIP2, FYN, DYNLL2, C14orf37, C1orf106, GP1BB, TNFRSF21, DCT, ZNF365, VCAN, C16orf45	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-2 COP	V-SVZ	Mouse adult	VSVZ-2 COP	1.721763085399449e-4	4.824456651540483e-4	-0.7169356797225046	-2.676723713775202	0	95	SEMA3D, LIMS2, RAB33A, GPR17, UST, SOX10, TNR, TCF7L2, OLIG2, SIRT2, NFASC, KNDC1, LUZP2, CNTN1, SLC1A1, COL9A3, GAL3ST1, PLXNB3, OLIG1, PCDH7, TMEM163, NEU4, BCAS1, MPZL1, ENPP6, TNS3, MYRF, RAP2A, TUBB4A, KIAA1644, KANK1, TSPAN2, GNB4, SEMA4D, CHADL, MICAL3, SULF2, PELI1, CNP, TMEFF2, FYN, ARHGEF10, DYNLL2, UGT8, ELOVL7, DDC	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF OPC	Human fetal cortex/MGE	Human fetal	Oligodendrocyte progenitor cell	1.720282126268708e-4	4.824456651540483e-4	-0.7334957546911518	-2.759797692070979	0	100	NXPH1, LIMS2, GPR17, TNR, OLIG2, SIRT2, ERBB3, CA10, KCND2, MMP16, LUZP2, CNTN1, XYLT1, BRINP3, B3GNT7, AFAP1L2, OLIG1, NTNG1, LRRK2, BMP8B, BMP8B, NCAM2, SCN1A, DOCK10, P2RX7, BCAS1, ANKRD20A1, CHST3, COL9A1, TNS3, S100B, VSTM2B, CADM2, KANK1, GALNT13, PLOD2, CSGALNACT1, CALCRL, SULF2, SMOC1, DSCAM, PCDH15, HAS2, RAPGEF4, SERPINE2, CNP, SLC9A9, EPB41L2, PLEKHH2, STRN, PDE4B, SLITRK2, APCDD1, NTN1, UGT8, BCAN, RAB31, FIBIN, APOD, ZCCHC24, MBP	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-1 Neuron	V-SVZ	Mouse adult	VSVZ-1 Neuron	1.7304031839418584e-4	4.824456651540483e-4	-0.7496591441913816	-2.7701092732551285	0	89	GNAL, CALY, VAT1L, CELF5, CDK5R2, ARPP21, UNC80, SYT1, RGS9, RASGEF1A, GRM5, TMEM130, RAB3C, CALN1, PHYHIP, VGF, SCN2A, GRIN1, SNAP25, PPP1R1B, HPCAL4, PTPRN, SULT4A1, SNCB, ATP2B2, RBFOX1, SPTBN2, PRKCE, ADCY5, PSD, CAMK4, PENK, AGAP2, CAMKV, VSNL1, SLC12A5, CPLX2, SCN2B, FBXL16, HPCA, ATP1A3, PPP3CA, NDRG4, PRKCB, CAMK2B, RBFOX3, DNM1, PTPN5, CELF4, SH2D5, NCDN, CYFIP2, ATP6V1G2, SCN4B, MYT1L, PDE10A, DDN, SYP, KCNQ2, CX3CL1, KCNIP2, GAP43, GRIN2A, NRSN1, ENO2, PCP4, PDE1B, GRIN2B, ZCCHC18	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p6 NFOL	Forebrain P6	Mouse P6	Newly-forming oligodendrocytes	1.721763085399449e-4	4.824456651540483e-4	-0.7440248366838219	-2.777862757172515	0	95	LIMS2, RAB33A, GPR17, MATN4, UST, SOX10, TNR, DNM3, SIRT2, SPATA6L, CBLN2, NFASC, SLC1A1, COL9A3, OPCML, GAL3ST1, PLXNB3, TMEM163, WASF1, AATK, NEU4, BCAS1, ENPP6, PPP1R16B, TNS3, S100B, MYRF, ZNF488, SLC5A7, TUBB4A, KIAA1644, EPCAM, LGI3, KANK1, AMZ1, PTPRE, S100A1, FBXO7, DUSP26, NKX2-2, PRKCQ, FA2H, PIM3, CNP, CYFIP2, RASGEF1B, DYNLL1, EPB41L2, TMEFF2, FYN, C14orf37, UGT8, ELOVL7, GP1BB, MBP, ZNF365, SNX30, CLDN11, CDK14, C16orf45, DBNDD2, AP2A1	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 29-SPN	Striatum	Mouse P9	Str/SVZ 29-SPN	1.719986240110079e-4	4.824456651540483e-4	-0.7517902644597815	-2.8252244372237447	0	99	EFNB3, CALY, TENM2, CACNA2D2, LIN28B, CA10, SCN9A, OPCML, CSMD3, SYT1, DPP6, GRM5, TMEM130, FAM155A, TRHDE, DGKG, NLGN1, RBFOX1, LRRTM4, GRIA4, LY6H, ATP1B1, DNER, TRPC4, VSNL1, SLC12A5, ZNF804B, FAM19A1, AGBL4, LRFN5, ATP1A3, KCNMA1, RESP18, XKR4, KCNJ3, GABRG3, MARCH1, SHISA6, KCNT2, ZMAT4, DSCAM, STMN3, PPFIA2, CCDC85A, RIMS1, PCDH15, GRID2, GARNL3, LINGO2, CHRM2, DISP2, CDH18, TMEFF2, GRIK1, DYNC1I1	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 15-OPCs	Striatum	Mouse P9	Str/SVZ 15-OPCs	1.7205781142463867e-4	4.824456651540483e-4	-0.7655568072713993	-2.8544220382216428	0	94	SEMA3D, LIMS2, GPR17, UST, SOX10, TNR, DNM3, TCF7L2, IGSF9B, SIRT2, NFASC, SLC1A1, COL9A3, OPCML, GAL3ST1, BRINP3, PCDH7, TMEM163, NCAM2, KAZN, SHISA4, NEU4, CDH20, BCAS1, MPZL1, NCALD, TMEM132D, ENPP6, PPP1R16B, TNS3, S100B, RAPGEF1, TUBB4A, KANK1, SEMA4D, PTPRE, CSGALNACT1, SULF2, DSCAM, ZDHHC14, NKX2-2, PRKCQ, FA2H, CNP, CYFIP2, CAMSAP2, TMEFF2, FYN, SOX8, PDE4B, DYNLL2, SOGA1, UGT8, ELOVL7	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p3 NFOL	Forebrain P3	Mouse P3	Newly-forming oligodendrocytes	1.7208742040956807e-4	4.824456651540483e-4	-0.7825978009119814	-2.9262204145640696	0	96	LIMS2, RAB33A, GPR17, MATN4, UST, SOX10, TNR, DNM3, TCF7L2, SIRT2, SPATA6L, NFASC, SLC1A1, COL9A3, SPSB1, OPCML, GAL3ST1, PLXNB3, TMEM163, WASF1, AATK, NCAM2, NEU4, BCAS1, ENPP6, PPP1R16B, EHD3, TNS3, S100B, MYRF, CDKN1C, ZNF488, SLC5A7, TUBB4A, KIAA1644, EPCAM, LGI3, KANK1, AMZ1, PTPRE, S100A1, FBXO7, TFEB, DUSP26, NKX2-2, PRKCQ, FA2H, PIM3, CNP, PHLDB1, CYFIP2, RASGEF1B, EPB41L2, FYN, SOX8, STRN, UGT8, ELOVL7, GP1BB	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	Str/SVZ 5-Neurogenic progenitor	Striatum	Mouse P9	Str/SVZ 5-Neurogenic progenitor	1.682085786375105e-4	5.727133286268773e-4	0.601260881736795	2.269397878685321	0	96	DLX1, DLX2, SP8, DLX5, SP9, CDCA3, SMC4, KIF15, MDK, NRXN3, CDCA7, NUSAP1, MXD3, LMNB1, PSRC1, EFCAB11, NCAPD2, KIF23, SPC24, MKI67, CDKN2C, CASC5, DUT, HMMR, CENPP, PRC1, EZH2, CENPF, SPC25, KIF11, TOP2A, CENPA, CDCA2, TPX2, CCDC34, ASPM, DDAH2, ATAD2, CCNB1, ECT2, FAM64A, CKAP2L, MPPED2, CCND2, CKS1B, CKS2, CENPE, RACGAP1, HMGB2, TIAM2, DEK, CDK1, MIS18BP1, TMPO, HDGF, HJURP, TUBB, PFN2, NUDT4, H2AFX, BIRC5, TUBA1B, SMC2, HMGB1, CKAP2, PBK, UBE2C	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	F-p0 MAC	Forebrain P0	Mouse P0	Macrophages	1.6725204883759825e-4	5.727133286268773e-4	0.5747256599917288	2.194698442512592	0	103	DOK2, MRC1, STAB1, ADAM33, SLFN12, FCGR2B, FCGR2B, CD163, CCL2, TMEM106A, LYVE1, LPXN, SLFN12L, F13A1, CCL15-CCL14, MS4A6A, MS4A6A, MS4A6A, CD68, FOLR2, FERMT3, CLEC4A, CLEC4A, CLEC4A, LRRC25, CD200R1L, MS4A6E, MS4A6E, MS4A6E, AOAH, CD84, CLEC6A, HLX, CD14, LTC4S, C1QC, LYZ, MS4A7, CYTH4, CD300C, EPSTI1, FCGR2A, FCGR2A, C1QA, SPI1, SMAGP, LILRA4, CD200R1, NRROS, CD36, IGSF6, MSR1	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	F-p3 MAC	Forebrain P3	Mouse P3	Macrophages	1.6641704110500916e-4	5.727133286268773e-4	0.5669611499092269	2.170777786205913	0	104	DOK2, IGF1, MRC1, STAB1, ADAM33, SLFN12, FCGR2B, FCGR2B, CD163, CCL2, TMEM106A, CFP, TGFBI, LYVE1, HFE, CXCR3, LPXN, SLFN12L, F13A1, CCL15-CCL14, MS4A6A, MS4A6A, MS4A6A, CD68, FOLR2, CLEC4A, CLEC4A, CLEC4A, RNASE4, CD200R1L, CCL8, CCL8, MS4A6E, MS4A6E, MS4A6E, AOAH, CD84, CLEC6A, CD14, LTC4S, C1QC, LYZ, MS4A7, SP100, CD300C, FCGR2A, FCGR2A, C1QA, SPI1	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	Str/SVZ 7-Neurogenic progenitor	Striatum	Mouse P9	Str/SVZ 7-Neurogenic progenitor	1.6812373907195696e-4	5.727133286268773e-4	0.5768325230179742	2.1692728354056503	0	93	DLX1, DLX2, TEAD2, CDCA3, MMS22L, SMC4, RAD51B, H2AFY, MDK, POU3F2, HELLS, EGFR, CDCA7, LMNB1, SETBP1, CENPM, MKI67, E2F1, DUT, SIVA1, CENPP, PRC1, EZH2, CENPF, SPC25, TEAD1, HAT1, TOP2A, CLSPN, CENPA, NASP, TPX2, CCDC34, MSI2, ATAD2, NFIX, CCND2, TIPIN, CDK2AP1, CKS1B, CKS2, DTL, HMGB2, NFIA, DEK, LIMA1, RANBP1, TMPO, DTYMK, NELL2, HDGF, GADD45G	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	F-p6 MAC	Forebrain P6	Mouse P6	Macrophages	1.6739203213927018e-4	5.727133286268773e-4	0.5518990163631745	2.104454152831596	0	102	DOK2, IGF1, MRC1, STAB1, ADAM33, SLFN12, FCGR2B, FCGR2B, CD163, CCL2, ANG, TMEM106A, TRIM5, CFP, TGFBI, LYVE1, HFE, SLFN12L, F13A1, CCL15-CCL14, MS4A6A, MS4A6A, MS4A6A, CD68, FOLR2, CLEC4A, CLEC4A, CLEC4A, LRRC25, CD200R1L, NFKBID, CCL8, CCL8, MS4A6E, MS4A6E, MS4A6E, CLEC6A, CD14, LTC4S, SP110, LYZ, MS4A7, CYTH4, EPSTI1, FCGR2A, FCGR2A	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	VSVZ-2 Fibroblast	V-SVZ	Mouse adult	VSVZ-2 Fibroblast	1.682085786375105e-4	5.727133286268773e-4	0.5434832155016887	2.0513219699207497	0	96	MYH11, INPP4B, COL1A2, ANO1, BGN, OGN, GJA4, PLXDC1, MYLK, ASPN, ACTA2, PCOLCE, MYL9, PDGFRB, RASGRP2, LHFP, SERPINH1, VTN, MGP, RP5-966M1.6, TAGLN, TINAGL1, CNN2, RGS5, IFITM3, IFITM3, IFITM3, EBF1, CRIP1, COL4A1, EVA1B, TPM2, COX4I2, NID1, ENPEP, FOXC1, LGALS1, HEYL, HSPB2, RBPMS, NDUFA4L2, NUPR1, PLN, NOTCH3, GNG11, GJC1, ACE2, CD248, TGFB1I1, MYL6, CASQ2, HSPB1, IL34, CALD1, S1PR3, SLC19A1	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	Str/SVZ 35-Mural	Striatum	Mouse P9	Str/SVZ 35-Mural	1.667778519012675e-4	5.727133286268773e-4	0.5330841672504041	2.021529830940159	0	98	TBX2, PDE3A, ARHGAP29, INPP4B, COL1A2, ANO1, COBLL1, SLC38A11, RHOJ, FN1, GJA4, PLXDC1, MYLK, MYL9, PDGFRB, LHFP, SERPINH1, VTN, MGP, ADAP2, ITGA1, RGS5, IFITM3, IFITM3, MAST4, COL4A2, EBF1, ENG, COL4A1, TBX18, EVA1B, NID1, FOXC1, HEYL, COL3A1, RBPMS, FLT1, NDUFA4L2, NOTCH3, GNG11, MICB, DOCK6, GJC1, APOLD1	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	HF MGE-IPC3	Human fetal cortex/MGE	Human fetal	MGE Progenitors 8	1.6616816218012627e-4	5.727133286268773e-4	0.5192677618415107	1.9767059652501817	0	100	DLX1, DLX2, DLX6, DLX5, GAD2, SP9, METAP1D, LMO1, CDK6, DAPK1, BEST3, BAZ1A, RNASEH2B, CORO1C, ST18, HELLS, CHD3, CDCA7, ZC3H12C, FBXW7, TMSB4X, RND3, MCM2, BAZ2B, WDR70, SH3BGRL, CENPF, MOB3B, TCF3, TEAD1, HAT1, CLSPN, NRF1, MSI2, UPF3B, MYO1B, CCND2, DCTN4, GINS2, OLA1, HMGN2, CRB1, E2F2, HMGB2	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	HF Mural	Human fetal cortex/MGE	Human fetal	Mural/Pericyte	1.6616816218012627e-4	5.727133286268773e-4	0.4893610217202333	1.8628594376142924	0	100	ARHGAP29, INPP4B, COBLL1, SLC38A11, BGN, FN1, MYLK, FRZB, ITGA11, PDGFRB, LAMC3, ADCY4, TMEM204, CDH6, ECM1, ADAMTS4, ITGA1, UNC5B, RGS5, COL4A2, EBF1, COL4A1, TBX18, NID1, ENPEP, HEYL, NDUFA4L2, NOTCH3, GNG11, GPR116, OLFML2A, PRKG1, ABCA9, CD248, CCDC3, KCNE4, GPR133, COX7A1, AVPR1A, IFITM1, IFITM1, IFITM1, IFITM1, IFITM1, IFITM1, IFITM1, ANPEP, DLC1, SLC6A12, ARHGAP42	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	Str/SVZ 42-Endothelial	Striatum	Mouse P9	Str/SVZ 42-Endothelial	1.6616816218012627e-4	5.727133286268773e-4	0.4821162255697176	1.8352805412912103	0	100	COL1A1, FOXD1, ARHGAP29, TFAP2B, BMP6, COL1A2, DCN, ISLR, SVIL, COL5A2, RHOJ, PCOLCE, COL23A1, LAMC3, BICC1, SERPINH1, COL6A3, VTN, COL15A1, RANBP3L, KANK2, COL18A1, C1QTNF2, COL4A2, ROR1, COL4A1, TBX18, ADAMTS12, NID1, FOXC1, LGALS1, COL3A1, RBPMS, NUPR1, SLC6A13, MICB, MRC2, COPZ2, RCN3, EMP3, GXYLT2, CLEC3B, ALDH1A2	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	HF tRG	Human fetal cortex/MGE	Human fetal	Truncated Radial Glia	1.6616816218012627e-4	5.727133286268773e-4	0.47949836273367763	1.825315075563364	0	100	MOXD1, LTBP1, HEG1, DOK5, AJUBA, PAX6, LAMB2, TFAP2C, ITGA2, GPR98, ADAM33, SHROOM3, FZD8, GLI3, LRP10, ANGPTL1, H6PD, EGFR, EVA1C, FBXO32, CTGF, PSRC1, C8orf4, ST5, CYR61, ZFP36L1, COL4A5, LGALS3BP, MAST4, LIPG, COL4A6, PLEKHG1, TMEM132B, LRRC3B, MEGF10, HES1, CDO1, TNFRSF19, BOC	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	Str/SVZ 21-Endothelial	Striatum	Mouse P9	Str/SVZ 21-Endothelial	1.669727834362999e-4	5.727133286268773e-4	0.48030032057007854	1.8111023056553441	0	94	HEG1, ARHGAP29, COBLL1, PDGFD, RHOJ, FN1, PDGFRB, VIM, LHFP, UTRN, SERPINH1, SLCO1C1, CSRP2, ITGA1, RGS5, CD93, MAST4, COL4A2, EBF1, ENG, COL4A1, EVA1B, PLEKHG1, NID1, CCDC141, RBPMS, FLT1, NDUFA4L2, CD34, SEPP1, GNG11, RASGRP3, MYO10, DOCK6, PTPRB, GPCPD1, MYO1B, TPM4, CALD1, WWTR1, KDR	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	VSVZ-1 Mural+Fibroblast	V-SVZ	Mouse adult	VSVZ-1 Mural+Fibroblast	1.670564650851988e-4	5.727133286268773e-4	0.4779654117973867	1.8089620961250323	0	97	ARHGAP29, COL1A2, ANO1, DCN, BGN, OGN, GJA4, PLXDC1, MYLK, ASPN, PCOLCE, MYL9, PDGFRB, LHFP, PRSS23, VTN, MGP, RP5-966M1.6, TAGLN, CNN2, C1QTNF2, RGS5, IFITM3, IFITM3, COL4A2, COL4A1, TBX18, EVA1B, TPM2, COX4I2, NID1, ENPEP, FOXC1, HEYL, COL3A1, HSPB2, NDUFA4L2, NUPR1, NOTCH3, SLC6A13, GJC1, APOLD1, ACE2, CD248, CASQ2, HSPB1, IL34, CALD1, S1PR3, SLC19A1	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	HF MGE-RG2	Human fetal cortex/MGE	Human fetal	MGE Radial Glia 2	1.6616816218012627e-4	5.727133286268773e-4	0.47104612296214676	1.793139781805749	0	100	LIMD1, LMO1, CDK6, BRIP1, E2F7, KNTC1, RAD51AP1, CDK2, BRCA1, VEPH1, MCM9, HELLS, TFDP2, EGFR, RAD18, WDHD1, TRIM9, MNS1, MCM5, RORB, CHEK1, AK4, ORC6, LIPG, BRCA2, TPM2, LRR1, KIAA0101, TIMELESS, CHAF1A, ZHX2, MCM3, C5orf30, VWA9, MCM7, PRMT5, WDR76, TCF7L1, CCND2, PLK4, GINS2, WWTR1, TYMS, DTL	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	F-p3 MNG	Forebrain P3	Mouse P3	Meninges	1.6616816218012627e-4	5.727133286268773e-4	0.468836830685264	1.7847296290028716	0	100	FMOD, LRRC17, COL1A1, ARHGAP29, TFAP2B, TEX15, COL1A2, DCN, ISLR, SVIL, FAM180A, LOX, BGN, OGN, PCOLCE, LAMC3, BICC1, COL6A3, VTN, MMP2, RANBP3L, ASIP, WISP1, COL18A1, C1QTNF2, CTSK, TBX18, MRGPRF, FOXC1, LGALS1, COL3A1, FCGRT, NUPR1, SLC6A13, MRC2, COL5A1, COPZ2, WDR86, CD248, RCN3, EMP3, GXYLT2, CLEC3B, ALDH1A2	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	F-p6 MNG	Forebrain P6	Mouse P6	Meninges	1.6652789342214822e-4	5.727133286268773e-4	0.46786646221454864	1.7834820168604133	0	101	LRRC17, COL1A1, ARHGAP29, TFAP2B, MSX1, COL1A2, DCN, ISLR, FAM180A, LOX, CPZ, OGN, PCOLCE, LAMC3, BICC1, FSTL1, COL6A3, VTN, COL15A1, MMP2, RANBP3L, ASIP, COL18A1, C1QTNF2, COL4A6, CTSK, TBX18, MRGPRF, KDELR3, FOXC1, LGALS1, COL3A1, FCGRT, NUPR1, SLC6A13, ITIH2, COPZ2, WDR86, RCN3, EMP3, GXYLT2, CLEC3B, ALDH1A2	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	HF nIN4	Human fetal cortex/MGE	Human fetal	MGE newborn neurons 4	3.3233632436025255e-4	7.176277075347357e-4	0.45724928290404365	1.7406191016315404	1	100	DLX1, DLX2, TMEM2, DLX6, DLX5, TAC3, GAD2, SP9, ARX, LHX6, BEST3, CORO1C, NRXN3, CDK5RAP3, FBXW7, PLS3, TMSB4X, EFNA5, RND3	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	Str/SVZ 11-Endothelial	Striatum	Mouse P9	Str/SVZ 11-Endothelial	3.339455668725998e-4	7.176277075347357e-4	0.4609184641765647	1.7380177722939885	1	94	HEG1, ARHGAP29, COBLL1, DACH1, VWF, PDGFD, RHOJ, FN1, NOSTRIN, VIM, SLCO1C1, FBXL7, CSRP2, ARHGAP18, RGS5, TSPAN5, CD93, MAST4, COL4A2, ENG, COL4A1, PLEKHG1, NID1, CCDC141, RBPMS, FLT1, CD34, SEPP1, GNG11, SEMA6A, RASGRP3, MYO10, PTPRB, CDH5, GPCPD1, MYO1B, WWTR1, KDR	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-thalamic	HF nIN1	Human fetal cortex/MGE	Human fetal	MGE newborn neurons 1	3.3233632436025255e-4	7.176277075347357e-4	0.4541293942379041	1.728742565111338	1	100	DLX1, DLX2, TMEM2, DLX6, DLX5, GAD2, SP9, METAP1D, ARX, CDK6, FAM214A, LHX6, DAPK1, ZNF536, PDGFD, BEST3, ARL4D, ZFHX2, FAM65B, NRXN3, PLS3, ST8SIA5, ABCA1, EFNA5, RND3	Nowakowski et al 2017
